"SAMPLE","CHR","BIN.START","BIN.END","BIN.GC.CONTENT","BIN.N.COUNT","Marieke_WGS.1.COUNT","Marieke_WGS.1.GC","Marieke_WGS.1.GR10M","Marieke_WGS.1.GC.GR10M","Marieke_WGS.1.AUTO.GR10M","Marieke_WGS.1.AUTO.X.GR10M","Marieke_WGS.1.AUTO.Y.GR10M","Marieke_WGS.1.GC.AUTO.GR10M","Marieke_WGS.1.GC.AUTO.X.GR10M","Marieke_WGS.1.GC.AUTO.Y.GR10M"
"Marieke_WGS-1","chr1",1,50000,19370,10000,6,0,3.78941895702306,0,3.91720491238388,3.79967673616888,3.90630366081201,0,0,0
"Marieke_WGS-1","chr1",50001,100000,18837,0,7,7.67,4.42098878319357,4.43886436432082,4.57007239778119,4.43295619219702,4.55735427094734,4.58833381108836,4.45052749996145,4.57593822340691
"Marieke_WGS-1","chr1",100001,150000,21498,0,4,4.45,2.52627930468204,2.57535155426697,2.61146994158925,2.53311782411258,2.60420244054134,2.66207111595087,2.58211830180293,2.65487941253726
"Marieke_WGS-1","chr1",150001,200000,12264,22583,0,0,0,0,0,0,0,0,0,0
"Marieke_WGS-1","chr1",200001,250000,9277,27417,0,0,0,0,0,0,0,0,0,0
"Marieke_WGS-1","chr1",250001,300000,6499,32281,0,0,0,0,0,0,0,0,0,0
"Marieke_WGS-1","chr1",300001,350000,14143,17719,0,0,0,0,0,0,0,0,0,0
"Marieke_WGS-1","chr1",350001,400000,18938,0,0,0,0,0,0,0,0,0,0,0
"Marieke_WGS-1","chr1",400001,450000,22795,0,0,0,0,0,0,0,0,0,0,0
"Marieke_WGS-1","chr1",450001,500000,9586,28632,0,0,0,0,0,0,0,0,0,0
"Marieke_WGS-1","chr1",500001,550000,14607,21368,0,0,0,0,0,0,0,0,0,0
"Marieke_WGS-1","chr1",550001,600000,20570,0,1,1.11,0.63156982617051,0.642391061850862,0.652867485397313,0.633279456028146,0.651050610135334,0.664022233416959,0.644078947191292,0.662228347846372
"Marieke_WGS-1","chr1",600001,650000,18923,0,2,2.2,1.26313965234102,1.27320750997468,1.30573497079463,1.26655891205629,1.30210122027067,1.31608010226785,1.27655286830706,1.31252465338921
"Marieke_WGS-1","chr1",650001,700000,22996,0,0,0,0,0,0,0,0,0,0,0
"Marieke_WGS-1","chr1",700001,750000,20971,0,16,17.76,10.1051172187282,10.2782569896138,10.445879766357,10.1324712964503,10.4168097621654,10.6243557346713,10.3052631550607,10.595653565542
"Marieke_WGS-1","chr1",750001,800000,23146,0,62,68.82,39.1573292225716,39.8282458347534,40.4777840946334,39.2633262737451,40.3651378283907,41.1693784718515,39.9328947258601,41.058157566475
"Marieke_WGS-1","chr1",800001,850000,24671,0,148,162.41,93.4723342732355,93.9916507704491,96.6243878388023,93.7253594921656,96.3554903000295,97.1566224587823,94.2386142462502,96.8941495258822
"Marieke_WGS-1","chr1",850001,900000,31974,0,175,183.6,110.524719579839,106.254954014251,114.25180994453,110.823904804926,113.933856773684,109.832866716535,106.534139373262,109.536148346481
"Marieke_WGS-1","chr1",900001,950000,29767,0,164,173.82,103.577451491964,100.594967901727,107.070267605159,103.857830788616,106.772300062195,103.982292443726,100.859281622334,103.701379660051
"Marieke_WGS-1","chr1",950001,1000000,32367,0,204,213.73,128.840244538784,123.69210959404,133.184967021052,129.189009029742,132.814324467608,127.857181935321,124.017111156031,127.511770076761
"Marieke_WGS-1","chr1",1000001,1050000,29273,0,148,157.3,93.4723342732355,91.0343369631897,96.6243878388023,93.7253594921656,96.3554903000295,94.099727312151,91.2735300839551,93.8455127173282
"Marieke_WGS-1","chr1",1050001,1100000,31075,0,171,180.06,107.998440275157,104.206247384564,111.640340002941,108.290786980813,111.329654333142,107.71517418834,104.480049757895,107.424176858755
"Marieke_WGS-1","chr1",1100001,1150000,30429,0,159,167.94,100.419602361111,97.1920314659763,103.805930178173,100.691433508475,103.517047011518,100.464769261301,97.4474039561311,100.193359222811
"Marieke_WGS-1","chr1",1150001,1200000,30943,0,201,211.78,126.945535060273,122.563584755654,131.22636456486,127.289170661657,130.861172637202,126.690656390129,122.885621113668,126.348395952166
"Marieke_WGS-1","chr1",1200001,1250000,31505,0,178,187.09,112.419429058351,108.27472410962,116.210412400722,112.72374317301,115.88700860409,111.920648333314,108.55921642344,111.618289728448
"Marieke_WGS-1","chr1",1250001,1300000,32017,0,172,180.42,108.630010101328,104.414590431651,112.293207488338,108.924066436841,111.980704943278,107.930532750529,104.688940227255,107.638953620218
"Marieke_WGS-1","chr1",1300001,1350000,26681,0,153,165.39,96.6301834040881,95.7162682157784,99.8887252657889,96.8917567723063,99.6107433507062,98.9393127791269,95.9677631315025,98.6720238291094
"Marieke_WGS-1","chr1",1350001,1400000,29510,0,164,174.07,103.577451491964,100.739650573315,107.070267605159,103.857830788616,106.772300062195,104.131847000802,101.004344448278,103.850530188845
"Marieke_WGS-1","chr1",1400001,1450000,28368,0,101,107.94,63.7885524432216,62.4681902848487,65.9396160251286,63.9612250588427,65.7561116236688,64.571675563087,62.6323257295748,64.3972323121958
"Marieke_WGS-1","chr1",1450001,1500000,29365,0,139,147.66,87.788205837701,85.4553731467552,90.7485804702265,88.0258443879123,90.4960348088115,88.3329035913047,85.6799075155551,88.0942683270228
"Marieke_WGS-1","chr1",1500001,1550000,26950,0,144,155.37,90.9460549685535,89.9173867385301,94.0129178972131,91.192241668053,93.7512878594882,92.9451661315252,90.1536450676676,92.6940706350368
"Marieke_WGS-1","chr1",1550001,1600000,29444,0,92,97.69,58.104424007687,56.5362007497394,60.0638086565528,58.2617099545894,59.8966561324508,58.4399387229754,56.6847498658714,58.2820606316325
"Marieke_WGS-1","chr1",1600001,1650000,27594,0,71,76.27,44.8414576581062,44.1397894480768,46.3535914632092,44.9628413779984,46.2245933196088,45.626104272713,44.2557669389908,45.502843324543
"Marieke_WGS-1","chr1",1650001,1700000,26914,0,81,87.42,51.1571559198113,50.592636600903,52.8822663171823,51.2956359382798,52.7350994209621,52.2962375182978,50.7255689760925,52.1549569087656
"Marieke_WGS-1","chr1",1700001,1750000,24527,0,183,201.04,115.577278189203,116.348017184232,119.474749827708,115.890140453151,119.142261654766,120.265792618149,116.653722111115,119.940889235166
"Marieke_WGS-1","chr1",1750001,1800000,22663,0,144,160.16,90.9460549685535,92.6895067261568,94.0129178972131,91.192241668053,93.7512878594882,95.8106314450992,92.9330488127543,95.5517947667342
"Marieke_WGS-1","chr1",1800001,1850000,26872,0,174,187.84,109.893149753669,108.708772124384,113.598942459132,110.190625348897,113.282806163548,112.369312004542,108.994404901272,112.065741314831
