chromosom bin.start bin.end log
chr1 1 50000 NaN
chr1 50001 100000 0.369469140094486
chr1 100001 150000 0.531432999560697
chr1 150001 200000 NaN
chr1 200001 250000 NaN
chr1 250001 300000 NaN
chr1 300001 350000 NaN
chr1 350001 400000 NaN
chr1 400001 450000 NaN
chr1 450001 500000 NaN
chr1 500001 550000 NaN
chr1 550001 600000 0.0605313094435706
chr1 600001 650000 1.3572645247346
chr1 650001 700000 Inf
chr1 700001 750000 0.0481780094531486
chr1 750001 800000 0.0161730377099256
chr1 800001 850000 -0.0889782460968847
chr1 850001 900000 -0.122104332242861
chr1 900001 950000 0.0512922722472495
chr1 950001 1000000 0.00151843276810686
chr1 1000001 1050000 -0.0409858141529704
chr1 1050001 1100000 -0.00403204997043392
chr1 1100001 1150000 -0.151161636776359
chr1 1150001 1200000 0.0298413998943091
chr1 1200001 1250000 -0.0366110218479711
chr1 1250001 1300000 -0.024949796469095
chr1 1300001 1350000 -0.224383229022498
chr1 1350001 1400000 0.0303459821247953
chr1 1400001 1450000 -0.060166893180791
chr1 1450001 1500000 0.0524903095469681
chr1 1500001 1550000 -0.211234110314574
chr1 1550001 1600000 0.097785462941292
chr1 1600001 1650000 0.101579980838231
chr1 1650001 1700000 -0.0181920694502852
chr1 1700001 1750000 -0.053694138945944
chr1 1750001 1800000 -0.0365197071851825
chr1 1800001 1850000 0.0308564956665307
chr1 1850001 1900000 -0.199640550838291
chr1 1900001 1950000 -0.0350888161139862
chr1 1950001 2000000 -0.0598668542535522
chr1 2000001 2050000 0.120667313227706
chr1 2050001 2100000 -0.0911460670356474
chr1 2100001 2150000 0.0118112023027002
chr1 2150001 2200000 -0.0687096039693812
chr1 2200001 2250000 -0.0450611008329455
chr1 2250001 2300000 0.106128665495589
chr1 2300001 2350000 0.0402312143914881
chr1 2350001 2400000 0.0400138643816488
chr1 2400001 2450000 -0.00859790437989556
chr1 2450001 2500000 0.2126612491189
chr1 2500001 2550000 -0.0131156667803453
chr1 2550001 2600000 0.0903637137336674
chr1 2600001 2650000 NaN
chr1 2650001 2700000 NaN
chr1 2700001 2750000 -0.181584756710416
chr1 2750001 2800000 -0.025027130751964
chr1 2800001 2850000 -0.0244586443470317
chr1 2850001 2900000 -0.13946134937786
chr1 2900001 2950000 -0.211303932362024
chr1 2950001 3000000 -0.223783526464337
chr1 3000001 3050000 -0.0470191734311547
chr1 3050001 3100000 -0.0354068154977737
chr1 3100001 3150000 -0.166093459168697
chr1 3150001 3200000 -0.154055465118111
chr1 3200001 3250000 0.109985185226232
chr1 3250001 3300000 -0.0359348263549654
chr1 3300001 3350000 -0.0286369840231105
chr1 3350001 3400000 0.0809678808600598
chr1 3400001 3450000 -0.166881215483318
chr1 3450001 3500000 0.0170256674449714
chr1 3500001 3550000 0.113075426306277
chr1 3550001 3600000 0.0766180089937562
chr1 3600001 3650000 0.0066601547413834
chr1 3650001 3700000 -0.0281392044443094
chr1 3700001 3750000 0.164033310906891
chr1 3750001 3800000 -0.0562028684159391
chr1 3800001 3850000 NaN
chr1 3850001 3900000 NaN
chr1 3900001 3950000 NaN
chr1 3950001 4000000 NaN
chr1 4000001 4050000 -0.0494210468352357
chr1 4050001 4100000 0.073173387746169
chr1 4100001 4150000 0.066295215349814
chr1 4150001 4200000 0.0388925030262835
chr1 4200001 4250000 -0.0525894815534139
chr1 4250001 4300000 -0.212870674380806
chr1 4300001 4350000 -0.0500257002865327
chr1 4350001 4400000 -0.054951922036814
chr1 4400001 4450000 -0.29909782807824
chr1 4450001 4500000 -0.0338248504995292
chr1 4500001 4550000 0.0416762671994691
