chromosom bin.start bin.end log
chr1 1 50000 NaN
chr1 50001 100000 -0.328786334474193
chr1 100001 150000 0.421531850360001
chr1 150001 200000 NaN
chr1 200001 250000 NaN
chr1 250001 300000 NaN
chr1 300001 350000 NaN
chr1 350001 400000 NaN
chr1 400001 450000 NaN
chr1 450001 500000 NaN
chr1 500001 550000 NaN
chr1 550001 600000 0.439622307342894
chr1 600001 650000 -0.108216167358716
chr1 650001 700000 0.807131436539158
chr1 700001 750000 -0.448270268326615
chr1 750001 800000 0.385417720038443
chr1 800001 850000 0.12726544652187
chr1 850001 900000 0.209705359046735
chr1 900001 950000 0.0489460563424596
chr1 950001 1000000 0.175572335622119
chr1 1000001 1050000 0.000400789395994658
chr1 1050001 1100000 0.107887859558458
chr1 1100001 1150000 0.0194864490941857
chr1 1150001 1200000 -0.0344638803225801
chr1 1200001 1250000 0.0408993029929202
chr1 1250001 1300000 -0.127524733439069
chr1 1300001 1350000 0.0335316814789068
chr1 1350001 1400000 0.185167316926476
chr1 1400001 1450000 -0.109973028022352
chr1 1450001 1500000 0.0909101007491841
chr1 1500001 1550000 -0.0513014126766742
chr1 1550001 1600000 0.217502277639479
chr1 1600001 1650000 0.09516978094462
chr1 1650001 1700000 -0.0914377203821513
chr1 1700001 1750000 0.205872939897215
chr1 1750001 1800000 0.0803782441599827
chr1 1800001 1850000 0.213511686218794
chr1 1850001 1900000 0.0340056499138382
chr1 1900001 1950000 0.0629645086048715
chr1 1950001 2000000 -0.213352214770977
chr1 2000001 2050000 -0.156477954016684
chr1 2050001 2100000 0.0412428039323589
chr1 2100001 2150000 0.0318779473887442
chr1 2150001 2200000 0.192347935168484
chr1 2200001 2250000 0.0769320896471762
chr1 2250001 2300000 -0.0411551076679872
chr1 2300001 2350000 0.292101260646567
chr1 2350001 2400000 -0.0305382717279101
chr1 2400001 2450000 0.0426489257104294
chr1 2450001 2500000 0.144368276567757
chr1 2500001 2550000 0.139284234332393
chr1 2550001 2600000 -0.165565780703759
chr1 2600001 2650000 NaN
chr1 2650001 2700000 NaN
chr1 2700001 2750000 -0.0120725096854438
chr1 2750001 2800000 0.0877358823387119
chr1 2800001 2850000 -0.035383939561449
chr1 2850001 2900000 -0.0436708631975211
chr1 2900001 2950000 -0.0790419165120783
chr1 2950001 3000000 0.0389717340788323
chr1 3000001 3050000 0.130374045983414
chr1 3050001 3100000 -0.0849966511724979
chr1 3100001 3150000 -0.037790820730554
chr1 3150001 3200000 0.197068157309892
chr1 3200001 3250000 0.0465174314123968
chr1 3250001 3300000 0.13461585708203
chr1 3300001 3350000 -0.026455427907337
chr1 3350001 3400000 0.0539113931160788
chr1 3400001 3450000 -0.0124310681231715
chr1 3450001 3500000 0.0945417229706452
chr1 3500001 3550000 0.0414040217402384
chr1 3550001 3600000 0.131562928580941
chr1 3600001 3650000 -0.0325576074358712
