chromosom bin.start bin.end log
chr1 1 50000 NaN
chr1 50001 100000 -Inf
chr1 100001 150000 -Inf
chr1 150001 200000 NaN
chr1 200001 250000 NaN
chr1 250001 300000 NaN
chr1 300001 350000 NaN
chr1 350001 400000 Inf
chr1 400001 450000 NaN
chr1 450001 500000 NaN
chr1 500001 550000 NaN
chr1 550001 600000 -0.160555913763489
chr1 600001 650000 -1.64868556418245
chr1 650001 700000 -0.418947121827471
chr1 700001 750000 -0.180301829345852
chr1 750001 800000 -0.119609756851
chr1 800001 850000 0.0248861397346316
chr1 850001 900000 0.106310716793543
chr1 900001 950000 0.156447589410983
chr1 950001 1000000 0.203088307326973
chr1 1000001 1050000 0.0875403693910589
chr1 1050001 1100000 0.0636375407040334
chr1 1100001 1150000 -0.0788445619379875
chr1 1150001 1200000 0.0611251011236136
chr1 1200001 1250000 -0.0617695021239567
chr1 1250001 1300000 -0.00941468467537323
chr1 1300001 1350000 0.238760955390129
chr1 1350001 1400000 0.0679701023661546
chr1 1400001 1450000 0.172447134002553
chr1 1450001 1500000 0.13699379787936
chr1 1500001 1550000 -0.0900570907677525
chr1 1550001 1600000 0.38605746454425
chr1 1600001 1650000 -0.372102590726657
chr1 1650001 1700000 -0.0735932625978611
chr1 1700001 1750000 -0.0707624135588312
chr1 1750001 1800000 0.039627656459307
chr1 1800001 1850000 -0.0894457253976993
chr1 1850001 1900000 -0.0466443970249112
chr1 1900001 1950000 0.121700082995485
chr1 1950001 2000000 0.00304012647636152
chr1 2000001 2050000 0.0125226580266805
chr1 2050001 2100000 0.043280017330532
chr1 2100001 2150000 0.14327030735286
chr1 2150001 2200000 0.0938425903148985
chr1 2200001 2250000 -0.110996018361057
chr1 2250001 2300000 -0.0846182266268596
chr1 2300001 2350000 -0.0427617908795069
chr1 2350001 2400000 0.152415429161406
chr1 2400001 2450000 0.146541633328021
chr1 2450001 2500000 0.21226683679503
chr1 2500001 2550000 -0.118978188996941
chr1 2550001 2600000 0.00350029186403971
chr1 2600001 2650000 NaN
chr1 2650001 2700000 NaN
chr1 2700001 2750000 -0.0323781361063708
chr1 2750001 2800000 -0.0230923113239527
chr1 2800001 2850000 0.156210228454348
chr1 2850001 2900000 0.155382798971559
chr1 2900001 2950000 0.0213925004108361
chr1 2950001 3000000 0.167787123660017
chr1 3000001 3050000 0.0126594083366997
chr1 3050001 3100000 0.00823986966219915
chr1 3100001 3150000 0.0782338272415897
chr1 3150001 3200000 0.245274418345223
chr1 3200001 3250000 0.1517521131852
chr1 3250001 3300000 0.0279001696438678
chr1 3300001 3350000 0.0578743374028601
chr1 3350001 3400000 -0.0286997297929385
chr1 3400001 3450000 -0.0436516372461346
chr1 3450001 3500000 0.158755450801654
chr1 3500001 3550000 -0.110189370558557
chr1 3550001 3600000 0.0863490223367284
chr1 3600001 3650000 -0.0490061492909631
chr1 3650001 3700000 0.0931186545045188
chr1 3700001 3750000 -0.0345699378517405
