chromosom bin.start bin.end log
chr1 1 50000 NaN
chr1 50001 100000 2.27292994754806
chr1 100001 150000 -0.924063822492373
chr1 150001 200000 NaN
chr1 200001 250000 NaN
chr1 250001 300000 NaN
chr1 300001 350000 NaN
chr1 350001 400000 NaN
chr1 400001 450000 NaN
chr1 450001 500000 NaN
chr1 500001 550000 NaN
chr1 550001 600000 NaN
chr1 600001 650000 -0.224230874991004
chr1 650001 700000 -0.20334390976507
chr1 700001 750000 -0.191109117712191
chr1 750001 800000 0.236500340681598
chr1 800001 850000 -0.0195193230600055
chr1 850001 900000 -0.158079651439557
chr1 900001 950000 -0.000852076177011284
chr1 950001 1000000 0.0783618437212709
chr1 1000001 1050000 -0.127636227819218
chr1 1050001 1100000 -0.0430155343914076
chr1 1100001 1150000 0.118275811935073
chr1 1150001 1200000 -0.0146552203648962
chr1 1200001 1250000 -0.171786099176002
chr1 1250001 1300000 0.119965929199584
chr1 1300001 1350000 -0.13217868531505
chr1 1350001 1400000 0.0928095361572939
chr1 1400001 1450000 -0.239493465065249
chr1 1450001 1500000 -0.0495595979067591
chr1 1500001 1550000 -0.150766240651285
chr1 1550001 1600000 -0.354210462225962
chr1 1600001 1650000 -0.648003671587117
chr1 1650001 1700000 -0.079806525016353
chr1 1700001 1750000 0.0323580641231787
chr1 1750001 1800000 -0.08240780915673
chr1 1800001 1850000 0.105262970437303
chr1 1850001 1900000 -0.159388825522217
chr1 1900001 1950000 -0.136754054851464
chr1 1950001 2000000 -0.0240532472297518
chr1 2000001 2050000 0.118344396814098
chr1 2050001 2100000 0.0802708277637232
chr1 2100001 2150000 0.0764009756906281
chr1 2150001 2200000 0.231716920655954
chr1 2200001 2250000 -0.111869777040906
chr1 2250001 2300000 0.0338579913359646
chr1 2300001 2350000 0.0121622694926242
chr1 2350001 2400000 0.0391306708810454
chr1 2400001 2450000 0.240798254260874
chr1 2450001 2500000 -0.0476306929441261
chr1 2500001 2550000 0.0689441636713036
chr1 2550001 2600000 -0.00789351402093336
chr1 2600001 2650000 NaN
chr1 2650001 2700000 NaN
chr1 2700001 2750000 -0.153928018427962
chr1 2750001 2800000 -0.0520826210255792
chr1 2800001 2850000 -0.215112059822098
chr1 2850001 2900000 0.180115558495686
chr1 2900001 2950000 -0.0189553183884339
chr1 2950001 3000000 0.0975594458399113
chr1 3000001 3050000 0.0125127411873017
chr1 3050001 3100000 0.26552122432595
chr1 3100001 3150000 0.16557911451281
chr1 3150001 3200000 -0.0939937935050908
chr1 3200001 3250000 0.0853661152978774
chr1 3250001 3300000 -0.054551249413233
chr1 3300001 3350000 0.158071485654565
chr1 3350001 3400000 -0.0161106594145076
chr1 3400001 3450000 -0.093806589766252
chr1 3450001 3500000 0.0602493337750433
chr1 3500001 3550000 0.205105181650443
chr1 3550001 3600000 0.0913043113155239
chr1 3600001 3650000 0.0476612277901385
chr1 3650001 3700000 -0.21476439895865
chr1 3700001 3750000 -0.168229605042357
chr1 3750001 3800000 -0.0105118685650029
chr1 3800001 3850000 NaN
chr1 3850001 3900000 NaN
chr1 3900001 3950000 NaN
chr1 3950001 4000000 NaN
chr1 4000001 4050000 0.102109390147225
chr1 4050001 4100000 -0.170571400808185
chr1 4100001 4150000 0.22370697026069
chr1 4150001 4200000 0.0343202255392683
chr1 4200001 4250000 0.0572668188611863
chr1 4250001 4300000 -0.0635662400142269
chr1 4300001 4350000 -0.147022087179483
chr1 4350001 4400000 -0.136562992699942
chr1 4400001 4450000 0.11424259039193
chr1 4450001 4500000 0.112752881192971
chr1 4500001 4550000 0.235069060264407
chr1 4550001 4600000 -0.0314311487420971
chr1 4600001 4650000 0.124857358717412
chr1 4650001 4700000 -0.00564451433677984
chr1 4700001 4750000 0.154714740782042
chr1 4750001 4800000 0.169966797640999
chr1 4800001 4850000 0.148721526352454
chr1 4850001 4900000 0.262271925306762
chr1 4900001 4950000 0.00721568268585255
chr1 4950001 5000000 0.151282287060969
chr1 5000001 5050000 0.0834027737549657
chr1 5050001 5100000 0.150629615085435
chr1 5100001 5150000 -0.282672513347857
chr1 5150001 5200000 0.0620526013040735
chr1 5200001 5250000 -0.103781856650462
chr1 5250001 5300000 -0.144906812886568
chr1 5300001 5350000 -0.0471525092151073
chr1 5350001 5400000 0.208441870188588
chr1 5400001 5450000 0.135437581809235
chr1 5450001 5500000 0.038288066784552
chr1 5500001 5550000 0.199135309133532
chr1 5550001 5600000 0.0321395034494663
chr1 5600001 5650000 0.00752629845375693
chr1 5650001 5700000 0.0896306920756958
chr1 5700001 5750000 0.0191031865644848
chr1 5750001 5800000 -0.0553907930560613
chr1 5800001 5850000 0.171262832201821
chr1 5850001 5900000 0.0276035418733091
chr1 5900001 5950000 0.189051748554377
chr1 5950001 6000000 0.000339861329133001
chr1 6000001 6050000 0.0874472198372428
chr1 6050001 6100000 -0.0631531324690657
chr1 6100001 6150000 0.0845764392019591
chr1 6150001 6200000 0.0119545321228808
chr1 6200001 6250000 0.0458946038128754
chr1 6250001 6300000 0.0581865378732908
chr1 6300001 6350000 -0.0147919901928203
chr1 6350001 6400000 -0.0507116577159018
chr1 6400001 6450000 -0.212943575879546
chr1 6450001 6500000 0.0139345676564951
chr1 6500001 6550000 -0.177426762957651
chr1 6550001 6600000 -0.16518511575209
chr1 6600001 6650000 -0.159049784623653
chr1 6650001 6700000 -0.189570991145408
chr1 6700001 6750000 -0.00921901572367366
chr1 6750001 6800000 -0.0541530765143036
chr1 6800001 6850000 -0.055137990116906
chr1 6850001 6900000 -0.150312551420487
chr1 6900001 6950000 0.0671648123792551
chr1 6950001 7000000 0.102940386314543
chr1 7000001 7050000 -0.0505841953598015
chr1 7050001 7100000 0.0635043862166905
chr1 7100001 7150000 0.0188510029429406
chr1 7150001 7200000 0.102574159977288
chr1 7200001 7250000 -0.0550399328693155
chr1 7250001 7300000 -0.0116452437430209
chr1 7300001 7350000 -0.0734188312206394
chr1 7350001 7400000 0.0204492439162826
chr1 7400001 7450000 0.155063727740988
chr1 7450001 7500000 0.176482780756271
chr1 7500001 7550000 0.167160536032483
chr1 7550001 7600000 0.0767895683174107
chr1 7600001 7650000 0.173499589055524
chr1 7650001 7700000 -0.00557071960068896
chr1 7700001 7750000 0.0942134867517796
chr1 7750001 7800000 0.244803639032904
chr1 7800001 7850000 -0.115952345760615
chr1 7850001 7900000 -0.0788827185840792
chr1 7900001 7950000 0.0786775016851715
chr1 7950001 8000000 -0.24835512681364
chr1 8000001 8050000 -0.0664386416165755
chr1 8050001 8100000 -0.279180821923732
chr1 8100001 8150000 -0.131137201968855
chr1 8150001 8200000 -0.273093457200153
chr1 8200001 8250000 -0.135384228200211
chr1 8250001 8300000 -0.0802284422381427
chr1 8300001 8350000 -0.100428310844441
chr1 8350001 8400000 -0.158033683799074
chr1 8400001 8450000 0.131201350858022
chr1 8450001 8500000 0.244388329133166
chr1 8500001 8550000 0.162918281614287
chr1 8550001 8600000 -0.183546305617365
chr1 8600001 8650000 -0.151475972316622
chr1 8650001 8700000 0.0620544981988852
chr1 8700001 8750000 -0.128683553780455
chr1 8750001 8800000 -0.0754659723540527
chr1 8800001 8850000 -0.10678760146709
chr1 8850001 8900000 -0.227927047084585
chr1 8900001 8950000 -0.022345349741859
chr1 8950001 9000000 -0.110380301252179
chr1 9000001 9050000 -0.249881055962069
chr1 9050001 9100000 -0.269396618310076
chr1 9100001 9150000 -0.0740235462624263
chr1 9150001 9200000 -0.215980595113348
chr1 9200001 9250000 -0.0164366160530655
chr1 9250001 9300000 -0.204287952434947
chr1 9300001 9350000 0.0842335820711591
chr1 9350001 9400000 -0.0303942241442305
chr1 9400001 9450000 -0.0235571565568327
chr1 9450001 9500000 -0.0289142721067551
chr1 9500001 9550000 0.221183316516958
chr1 9550001 9600000 -0.293374865567616
chr1 9600001 9650000 -0.15678727444257
chr1 9650001 9700000 -0.217615322066883
chr1 9700001 9750000 -0.133693136973891
chr1 9750001 9800000 -0.11310935404854
chr1 9800001 9850000 -0.131933622890288
chr1 9850001 9900000 -0.34920288668312
chr1 9900001 9950000 -0.0591808540376551
chr1 9950001 10000000 -0.0380735534056431
chr1 10000001 10050000 -0.63283672435828
chr1 10050001 10100000 -0.247825060345165
chr1 10100001 10150000 -0.208418888235762
chr1 10150001 10200000 -0.146165716845717
chr1 10200001 10250000 -0.123766809231805
chr1 10250001 10300000 -0.205385944699714
chr1 10300001 10350000 -0.0595664151740355
chr1 10350001 10400000 0.00294906290592571
chr1 10400001 10450000 -0.0427040006963422
chr1 10450001 10500000 -0.121155010724866
chr1 10500001 10550000 -0.462184870712294
chr1 10550001 10600000 -0.070644880274254
chr1 10600001 10650000 -0.0184345683150969
chr1 10650001 10700000 0.0152629666449977
chr1 10700001 10750000 0.0580558004463287
chr1 10750001 10800000 -0.117217029533815
chr1 10800001 10850000 0.102137643641008
chr1 10850001 10900000 -0.072015362090534
chr1 10900001 10950000 -0.0571287338530308
chr1 10950001 11000000 -0.0903263861687283
chr1 11000001 11050000 -0.276980132186702
chr1 11050001 11100000 -0.380743981221309
chr1 11100001 11150000 -0.0039951978595627
chr1 11150001 11200000 -0.157977518876434
chr1 11200001 11250000 0.0631357000400915
chr1 11250001 11300000 -0.219086888336198
chr1 11300001 11350000 -0.273248734884295
chr1 11350001 11400000 -0.173974097527339
chr1 11400001 11450000 -0.285340359731497
chr1 11450001 11500000 -0.117220842490917
chr1 11500001 11550000 0.094224911151414
chr1 11550001 11600000 0.0496658794015419
chr1 11600001 11650000 -0.131757851873087
chr1 11650001 11700000 0.114984895762346
chr1 11700001 11750000 -0.049108709184291
chr1 11750001 11800000 -0.177157832988463
chr1 11800001 11850000 -0.12427426970488
chr1 11850001 11900000 -0.125015847823145
chr1 11900001 11950000 -0.102436728259082
chr1 11950001 12000000 -0.10779444154956
chr1 12000001 12050000 -0.151030048718645
chr1 12050001 12100000 0.0234629434011647
chr1 12100001 12150000 -0.0474756313105155
chr1 12150001 12200000 -0.11019298368951
chr1 12200001 12250000 -0.0312524203631401
chr1 12250001 12300000 0.159786416994565
chr1 12300001 12350000 -0.242859692403268
chr1 12350001 12400000 -0.156204406024304
chr1 12400001 12450000 -0.154059596690692
chr1 12450001 12500000 -0.0156791231007142
chr1 12500001 12550000 0.276576640326814
chr1 12550001 12600000 0.215408462801253
chr1 12600001 12650000 -0.00954558081801926
chr1 12650001 12700000 0.11287752779337
chr1 12700001 12750000 -0.212590413839511
chr1 12750001 12800000 0.127604760045723
chr1 12800001 12850000 0.0165271081046899
chr1 12850001 12900000 0.129998901400567
chr1 12900001 12950000 -0.100039946392043
chr1 12950001 13000000 -0.789803758872732
chr1 13000001 13050000 -0.194298770162063
chr1 13050001 13100000 NaN
chr1 13100001 13150000 NaN
chr1 13150001 13200000 -0.255334924010691
chr1 13200001 13250000 NaN
chr1 13250001 13300000 NaN
chr1 13300001 13350000 NaN
chr1 13350001 13400000 -1.20334390976507
chr1 13400001 13450000 NaN
chr1 13450001 13500000 Inf
chr1 13500001 13550000 -Inf
chr1 13550001 13600000 NaN
chr1 13600001 13650000 NaN
chr1 13650001 13700000 -Inf
chr1 13700001 13750000 -1.78830641048623
chr1 13750001 13800000 -0.415881220557962
chr1 13800001 13850000 0.0191306413750401
chr1 13850001 13900000 0.181836744173653
chr1 13900001 13950000 -0.19447080877737
chr1 13950001 14000000 -0.111090552068603
chr1 14000001 14050000 0.0530371394290365
chr1 14050001 14100000 0.12685052203469
chr1 14100001 14150000 0.145724685906678
chr1 14150001 14200000 -0.0133275220629186
chr1 14200001 14250000 0.114984000077796
chr1 14250001 14300000 0.0907277416718496
chr1 14300001 14350000 -0.00230753729114658
chr1 14350001 14400000 -0.0767655159949096
chr1 14400001 14450000 0.179981276732
chr1 14450001 14500000 -0.0339517013565654
chr1 14500001 14550000 0.000646678239697553
chr1 14550001 14600000 0.134071319978873
chr1 14600001 14650000 0.0386872484850032
chr1 14650001 14700000 -0.050812155469987
chr1 14700001 14750000 -0.181816518344191
chr1 14750001 14800000 0.0752594242581522
chr1 14800001 14850000 -0.170014687448075
chr1 14850001 14900000 0.181549592203847
chr1 14900001 14950000 0.185018311250815
chr1 14950001 15000000 -0.0346831611043283
chr1 15000001 15050000 0.250341254953289
chr1 15050001 15100000 -0.0753787388011252
chr1 15100001 15150000 -0.0284688422632692
chr1 15150001 15200000 0.149043117409855
chr1 15200001 15250000 -0.0771406519987627
chr1 15250001 15300000 0.178842186140845
chr1 15300001 15350000 -0.189885897686687
chr1 15350001 15400000 -0.119202154365246
chr1 15400001 15450000 0.00981937924453276
chr1 15450001 15500000 -0.108449271023082
chr1 15500001 15550000 0.163906962614616
chr1 15550001 15600000 0.151006441480317
chr1 15600001 15650000 -0.02228986508706
chr1 15650001 15700000 -0.0251885469812916
chr1 15700001 15750000 -0.0876202036862653
chr1 15750001 15800000 -0.1815935659864
chr1 15800001 15850000 0.0323218315836964
chr1 15850001 15900000 -0.035368712807981
chr1 15900001 15950000 -0.0138295465202558
chr1 15950001 16000000 -0.224572292188123
chr1 16000001 16050000 0.00985940904772896
chr1 16050001 16100000 -0.315593577138394
chr1 16100001 16150000 -0.256489865343422
chr1 16150001 16200000 -0.337080489232502
chr1 16200001 16250000 -0.354665439419396
chr1 16250001 16300000 0.0842062711860406
chr1 16300001 16350000 -0.0293279965305807
chr1 16350001 16400000 -0.235029157898487
chr1 16400001 16450000 0.12924625912423
chr1 16450001 16500000 0.166333411317106
chr1 16500001 16550000 0.0496696275446551
chr1 16550001 16600000 0.0185615332580631
chr1 16600001 16650000 -0.177273203427994
chr1 16650001 16700000 -0.323020155529142
chr1 16700001 16750000 -0.0426761754455533
chr1 16750001 16800000 -0.100646920086529
chr1 16800001 16850000 -0.318723996453962
chr1 16850001 16900000 -0.124084239545957
chr1 16900001 16950000 -0.0128005865091285
chr1 16950001 17000000 0.0897544433016643
chr1 17000001 17050000 -0.0181728472465015
chr1 17050001 17100000 -0.103718494250322
chr1 17100001 17150000 NaN
chr1 17150001 17200000 NaN
chr1 17200001 17250000 0.141591567543839
chr1 17250001 17300000 -0.0953486733435667
chr1 17300001 17350000 -0.174240066079979
chr1 17350001 17400000 0.159425617882328
chr1 17400001 17450000 0.0651741049979721
chr1 17450001 17500000 0.12158364514826
chr1 17500001 17550000 0.00763274427520271
chr1 17550001 17600000 0.0778008762345389
chr1 17600001 17650000 0.0188565941234668
chr1 17650001 17700000 -0.00428386439106515
chr1 17700001 17750000 -0.134092931763796
chr1 17750001 17800000 -0.245245702458467
chr1 17800001 17850000 -0.320057157401045
chr1 17850001 17900000 -0.0573858236826212
chr1 17900001 17950000 -0.0527332359181207
chr1 17950001 18000000 0.124937260842608
chr1 18000001 18050000 -0.0576395769075726
chr1 18050001 18100000 0.0153028493774398
chr1 18100001 18150000 0.0246684296233469
chr1 18150001 18200000 -0.0320519130523554
chr1 18200001 18250000 0.157091824323678
chr1 18250001 18300000 0.0417077278064167
chr1 18300001 18350000 0.149642632665771
chr1 18350001 18400000 0.279757173328545
chr1 18400001 18450000 0.0192330879889941
chr1 18450001 18500000 0.318800209013984
chr1 18500001 18550000 0.116572061641126
chr1 18550001 18600000 0.26593085225138
chr1 18600001 18650000 0.0824274395742501
chr1 18650001 18700000 -0.059741509055195
chr1 18700001 18750000 0.115694711018206
chr1 18750001 18800000 -0.206527989076282
chr1 18800001 18850000 0.0059260839139986
chr1 18850001 18900000 0.0291772945666401
chr1 18900001 18950000 -0.173662339551253
chr1 18950001 19000000 -0.167708551633908
chr1 19000001 19050000 0.0654087816443402
chr1 19050001 19100000 0.0761158449308707
chr1 19100001 19150000 -0.0681553282977964
chr1 19150001 19200000 0.046177848076696
chr1 19200001 19250000 0.213698367436121
chr1 19250001 19300000 0.019288259244305
chr1 19300001 19350000 -0.0196886948427962
chr1 19350001 19400000 -0.208742325761748
chr1 19400001 19450000 0.226163821775156
chr1 19450001 19500000 0.0759858412767248
chr1 19500001 19550000 -0.142962537451564
chr1 19550001 19600000 -0.274387549963157
chr1 19600001 19650000 0.000373594995917191
chr1 19650001 19700000 0.0102412621271476
chr1 19700001 19750000 0.266609897353057
chr1 19750001 19800000 0.0403773296750365
chr1 19800001 19850000 -0.0237030618359478
chr1 19850001 19900000 -0.413677471729866
chr1 19900001 19950000 -0.122787445060653
chr1 19950001 20000000 -0.338023780626692
chr1 20000001 20050000 -0.228999778411268
chr1 20050001 20100000 -0.029799572155366
chr1 20100001 20150000 -0.0249404377100254
chr1 20150001 20200000 -0.190415509391241
chr1 20200001 20250000 0.0741482015217204
chr1 20250001 20300000 0.0843681329459348
chr1 20300001 20350000 0.0799573870953783
chr1 20350001 20400000 -0.035802699365916
chr1 20400001 20450000 0.0438420135990847
chr1 20450001 20500000 0.0276362083840508
chr1 20500001 20550000 0.174838865021178
chr1 20550001 20600000 0.185557039940177
chr1 20600001 20650000 0.0588120996231748
chr1 20650001 20700000 -0.153257853744705
chr1 20700001 20750000 0.0645178580951818
chr1 20750001 20800000 0.10535344189276
chr1 20800001 20850000 -0.00148337625233666
chr1 20850001 20900000 0.0670137388160738
chr1 20900001 20950000 -0.220790728376348
chr1 20950001 21000000 -0.206151324961145
chr1 21000001 21050000 -0.0588640625513146
chr1 21050001 21100000 0.0303284364373777
chr1 21100001 21150000 -0.301917156995316
chr1 21150001 21200000 -0.291002417477435
chr1 21200001 21250000 0.0338332434050007
chr1 21250001 21300000 -0.0925250665424596
chr1 21300001 21350000 -0.0135238906278804
chr1 21350001 21400000 -0.080514723267233
chr1 21400001 21450000 -0.238778987594113
chr1 21450001 21500000 -0.323289418450716
chr1 21500001 21550000 -0.240266485867813
chr1 21550001 21600000 0.0505795610764251
chr1 21600001 21650000 0.130745781753366
chr1 21650001 21700000 -0.245212480668163
chr1 21700001 21750000 -0.24669695340655
chr1 21750001 21800000 0.0115821979972573
chr1 21800001 21850000 0.104557792296121
chr1 21850001 21900000 0.0326731872447288
chr1 21900001 21950000 0.233287062115159
chr1 21950001 22000000 -0.163523500647358
chr1 22000001 22050000 -0.15521551398837
chr1 22050001 22100000 -0.45119056572429
chr1 22100001 22150000 -0.28073757937431
chr1 22150001 22200000 0.00602213126696738
chr1 22200001 22250000 0.0296288963400051
chr1 22250001 22300000 -0.221863111797657
chr1 22300001 22350000 0.0923826487652016
chr1 22350001 22400000 -0.0474440973064752
chr1 22400001 22450000 0.128042537560915
chr1 22450001 22500000 0.0860766530253737
chr1 22500001 22550000 -0.0696834813107626
chr1 22550001 22600000 0.092798389817898
chr1 22600001 22650000 0.19289808206797
chr1 22650001 22700000 0.154844673920932
chr1 22700001 22750000 -0.0269612839186687
chr1 22750001 22800000 0.0266792177255638
chr1 22800001 22850000 -0.0827842559695609
chr1 22850001 22900000 0.0531109997725746
chr1 22900001 22950000 -0.218100672413279
chr1 22950001 23000000 -0.00514814476699935
chr1 23000001 23050000 -0.0437290309692054
chr1 23050001 23100000 -0.0384134975767984
chr1 23100001 23150000 0.0573972950091047
chr1 23150001 23200000 0.11955161376625
chr1 23200001 23250000 -0.0635354638659938
chr1 23250001 23300000 -0.329924360865496
chr1 23300001 23350000 -0.144439771823866
chr1 23350001 23400000 -0.222468751551281
chr1 23400001 23450000 -0.245110717174625
chr1 23450001 23500000 -0.128758286773595
chr1 23500001 23550000 -0.0991165462512955
chr1 23550001 23600000 -0.328886172123928
chr1 23600001 23650000 -0.291664876416839
chr1 23650001 23700000 0.0430160443502528
chr1 23700001 23750000 0.179572086970154
chr1 23750001 23800000 0.0187481851149881
chr1 23800001 23850000 -0.0660007109154538
chr1 23850001 23900000 -0.0398709765566844
chr1 23900001 23950000 -0.0361398431498698
chr1 23950001 24000000 -0.277550217445947
chr1 24000001 24050000 -0.274465346491711
chr1 24050001 24100000 0.0801598565133231
chr1 24100001 24150000 -0.0663828967675276
chr1 24150001 24200000 -0.0967297236200353
